,Date,Time,No. of Transactions
3157,2019-03-25,09:45:00,15
3158,2019-03-25,10:00:00,25
3159,2019-03-25,10:15:00,22
3160,2019-03-25,10:30:00,18
3161,2019-03-25,10:45:00,14
3162,2019-03-25,11:00:00,15
3163,2019-03-25,11:15:00,26
3164,2019-03-25,11:30:00,27
3165,2019-03-25,11:45:00,17
3166,2019-03-25,12:00:00,48
3167,2019-03-25,12:15:00,65
3168,2019-03-25,12:30:00,78
3169,2019-03-25,12:45:00,64
3170,2019-03-25,13:00:00,35
3171,2019-03-25,13:15:00,25
3172,2019-03-25,13:30:00,24
3173,2019-03-25,13:45:00,31
3174,2019-03-25,14:00:00,16
3175,2019-03-25,14:15:00,13
3176,2019-03-25,14:30:00,12
3177,2019-03-25,14:45:00,8
3178,2019-03-25,15:00:00,18
3179,2019-03-25,15:15:00,16
3180,2019-03-26,07:00:00,8
3181,2019-03-26,07:15:00,8
3182,2019-03-26,07:30:00,9
3183,2019-03-26,07:45:00,21
3184,2019-03-26,08:00:00,24
3185,2019-03-26,08:15:00,20
3186,2019-03-26,08:30:00,20
3187,2019-03-26,08:45:00,15
3188,2019-03-26,09:00:00,16
3189,2019-03-26,09:15:00,20
3190,2019-03-26,09:30:00,22
3191,2019-03-26,09:45:00,20
3192,2019-03-26,10:00:00,13
3193,2019-03-26,10:15:00,17
3194,2019-03-26,10:30:00,24
3195,2019-03-26,10:45:00,21
3196,2019-03-26,11:00:00,21
3197,2019-03-26,11:15:00,23
3198,2019-03-26,11:30:00,25
3199,2019-03-26,11:45:00,31
3200,2019-03-26,12:00:00,31
3201,2019-03-26,12:15:00,32
3202,2019-03-26,12:30:00,26
3203,2019-03-26,12:45:00,38
3204,2019-03-26,13:00:00,27
3205,2019-03-26,13:15:00,24
3206,2019-03-26,13:30:00,16
3207,2019-03-26,13:45:00,24
3208,2019-03-26,14:00:00,18
3209,2019-03-26,14:15:00,19
3210,2019-03-26,14:30:00,14
3211,2019-03-26,14:45:00,20
3212,2019-03-26,15:00:00,13
3213,2019-03-26,15:15:00,10
3214,2019-03-26,15:30:00,1
3215,2019-03-27,06:30:00,2
3216,2019-03-27,06:45:00,1
3217,2019-03-27,07:00:00,4
3218,2019-03-27,07:15:00,5
3219,2019-03-27,07:30:00,5
3220,2019-03-27,07:45:00,16
3221,2019-03-27,08:00:00,20
3222,2019-03-27,08:15:00,13
3223,2019-03-27,08:30:00,13
3224,2019-03-27,08:45:00,15
3225,2019-03-27,09:00:00,22
3226,2019-03-27,09:15:00,12
3227,2019-03-27,09:30:00,14
3228,2019-03-27,09:45:00,9
3229,2019-03-27,10:00:00,12
3230,2019-03-27,10:15:00,11
3231,2019-03-27,10:30:00,11
3232,2019-03-27,10:45:00,16
3233,2019-03-27,11:00:00,16
3234,2019-03-27,11:15:00,18
3235,2019-03-27,11:30:00,19
3236,2019-03-27,11:45:00,18
3237,2019-03-27,12:00:00,21
3238,2019-03-27,12:15:00,33
3239,2019-03-27,12:30:00,34
3240,2019-03-27,12:45:00,28
3241,2019-03-27,13:00:00,18
3242,2019-03-27,13:15:00,23
3243,2019-03-27,13:30:00,22
3244,2019-03-27,13:45:00,20
3245,2019-03-27,14:00:00,16
3246,2019-03-27,14:15:00,13
3247,2019-03-27,14:30:00,22
3248,2019-03-27,14:45:00,11
3249,2019-03-27,15:00:00,11
3250,2019-03-27,15:15:00,14
3251,2019-03-27,15:30:00,1
3252,2019-03-28,06:45:00,1
3253,2019-03-28,07:00:00,6
3254,2019-03-28,07:15:00,4
3255,2019-03-28,07:30:00,13
3256,2019-03-28,07:45:00,10
3257,2019-03-28,08:00:00,19
3258,2019-03-28,08:15:00,13
3259,2019-03-28,08:30:00,18
3260,2019-03-28,08:45:00,16
3261,2019-03-28,09:00:00,17
3262,2019-03-28,09:15:00,19
3263,2019-03-28,09:30:00,16
3264,2019-03-28,09:45:00,18
3265,2019-03-28,10:00:00,17
3266,2019-03-28,10:15:00,12
3267,2019-03-28,10:30:00,16
3268,2019-03-28,10:45:00,11
3269,2019-03-28,11:00:00,20
3270,2019-03-28,11:15:00,22
3271,2019-03-28,11:30:00,9
3272,2019-03-28,11:45:00,25
3273,2019-03-28,12:00:00,33
3274,2019-03-28,12:15:00,33
3275,2019-03-28,12:30:00,28
3276,2019-03-28,12:45:00,28
3277,2019-03-28,13:00:00,28
3278,2019-03-28,13:15:00,18
3279,2019-03-28,13:30:00,20
3280,2019-03-28,13:45:00,23
3281,2019-03-28,14:00:00,16
3282,2019-03-28,14:15:00,27
3283,2019-03-28,14:30:00,14
3284,2019-03-28,14:45:00,14
3285,2019-03-28,15:00:00,11
3286,2019-03-28,15:15:00,12
3287,2019-03-28,15:30:00,2
3288,2019-03-29,07:00:00,7
3289,2019-03-29,07:15:00,10
3290,2019-03-29,07:30:00,17
3291,2019-03-29,07:45:00,9
3292,2019-03-29,08:00:00,13
3293,2019-03-29,08:15:00,9
3294,2019-03-29,08:30:00,12
3295,2019-03-29,08:45:00,15
3296,2019-03-29,09:00:00,17
3297,2019-03-29,09:15:00,12
3298,2019-03-29,09:30:00,14
3299,2019-03-29,09:45:00,12
3300,2019-03-29,10:00:00,22
3301,2019-03-29,10:15:00,21
3302,2019-03-29,10:30:00,18
3303,2019-03-29,10:45:00,15
3304,2019-03-29,11:00:00,34
3305,2019-03-29,11:15:00,22
3306,2019-03-29,11:30:00,18
3307,2019-03-29,11:45:00,21
3308,2019-03-29,12:00:00,40
3309,2019-03-29,12:15:00,30
3310,2019-03-29,12:30:00,43
3311,2019-03-29,12:45:00,31
3312,2019-03-29,13:00:00,29
3313,2019-03-29,13:15:00,25
3314,2019-03-29,13:30:00,21
3315,2019-03-29,13:45:00,23
3316,2019-03-29,14:00:00,16
3317,2019-03-29,14:15:00,15
3318,2019-03-29,14:30:00,12
3319,2019-03-29,14:45:00,13
3320,2019-03-29,15:00:00,12
3321,2019-03-29,15:15:00,17
3322,2019-03-29,15:30:00,3
3323,2019-03-29,16:30:00,1
